,Win/Loss,Fighters,KD,Str,Td,Sub,Weight Class,Method,Round,Time,Event Name,Date,Location,Opponent,Record,Height,Weight,Reach,Stance,SLpM,Str. Acc,SApM,Str. Def,TD Avg,TD Acc,TD Def,Sub. Avg,Year
71,LOSS,Anton Turkalj,0,55,0,0,Light Heavyweight,"KO/TKO, Punches",3,1:32,UFC Fight Night: Blanchfield vs. Fiorot,2024-03-30,"Atlantic City, New Jersey, USA",Ibo Aslan,RECORD: 8-4-0,"6' 4""",205 lbs.,"78""",Orthodox,2.45,0.42,3.42,54%,4.98,41%,16%,0.0,2024
72,WIN,Jacob Malkoun,0,20,0,0,Middleweight,"KO/TKO, Kick",2,0:39,UFC Fight Night: Blanchfield vs. Fiorot,2024-03-30,"Atlantic City, New Jersey, USA",Andre Petroski,RECORD: 8-3-0,"5' 9""",185 lbs.,"73""",Orthodox,3.86,0.56,2.48,52%,6.62,42%,20%,0.4,2024
73,LOSS,Andre Petroski,0,13,1,0,Middleweight,"KO/TKO, Kick",2,0:39,UFC Fight Night: Blanchfield vs. Fiorot,2024-03-30,"Atlantic City, New Jersey, USA",Jacob Malkoun,RECORD: 10-4-0,"6' 0""",185 lbs.,"73""",Switch,3.5,0.49,3.08,51%,4.32,54%,80%,2.3,2024
74,WIN,Caolan Loughran,0,140,3,0,Bantamweight,U-DEC,3,5:00,UFC Fight Night: Blanchfield vs. Fiorot,2024-03-30,"Atlantic City, New Jersey, USA",Angel Pacheco,RECORD: 9-1-0,"5' 6""",135 lbs.,"68""",Orthodox,6.27,0.47,5.73,56%,2.5,33%,0%,0.0,2024
75,LOSS,Angel Pacheco,0,88,0,0,Bantamweight,U-DEC,3,5:00,UFC Fight Night: Blanchfield vs. Fiorot,2024-03-30,"Atlantic City, New Jersey, USA",Caolan Loughran,RECORD: 7-3-0,"5' 8""",135 lbs.,"70""",Orthodox,9.5,0.39,11.47,41%,0.0,0%,28%,0.0,2024
76,WIN,Rose Namajunas,0,93,1,0,Women's,U-DEC,5,5:00,UFC Fight Night: Ribas vs. Namajunas,2024-03-23,"Las Vegas, Nevada, USA",Amanda Ribas,RECORD: 13-6-0,"5' 5""",125 lbs.,"65""",Orthodox,3.69,0.41,3.51,63%,1.38,47%,59%,0.5,2024
77,LOSS,Amanda Ribas,0,83,4,0,Women's,U-DEC,5,5:00,UFC Fight Night: Ribas vs. Namajunas,2024-03-23,"Las Vegas, Nevada, USA",Rose Namajunas,RECORD: 12-5-0,"5' 3""",125 lbs.,"66""",Orthodox,4.63,0.4,3.4,61%,2.07,51%,85%,0.7,2024
78,WIN,Karl Williams,0,40,7,1,Heavyweight,U-DEC,3,5:00,UFC Fight Night: Ribas vs. Namajunas,2024-03-23,"Las Vegas, Nevada, USA",Justin Tafa,RECORD: 10-1-0,"6' 3""",235 lbs.,"79""",Orthodox,2.87,0.52,1.7,60%,4.75,50%,100%,0.2,2024
79,LOSS,Justin Tafa,0,21,0,0,Heavyweight,U-DEC,3,5:00,UFC Fight Night: Ribas vs. Namajunas,2024-03-23,"Las Vegas, Nevada, USA",Karl Williams,RECORD: 7-4-0 (1 NC),"6' 0""",264 lbs.,"74""",Southpaw,4.09,0.54,5.02,47%,0.0,0%,50%,0.0,2024
80,WIN,Edmen Shahbazyan,1,27,1,0,Middleweight,"KO/TKO, Punches",1,4:33,UFC Fight Night: Ribas vs. Namajunas,2024-03-23,"Las Vegas, Nevada, USA",AJ Dobson,RECORD: 13-4-0,"6' 2""",185 lbs.,"75""",Orthodox,3.6,0.52,4.09,45%,2.24,38%,63%,0.6,2024
81,LOSS,AJ Dobson,0,15,0,0,Middleweight,"KO/TKO, Punches",1,4:33,UFC Fight Night: Ribas vs. Namajunas,2024-03-23,"Las Vegas, Nevada, USA",Edmen Shahbazyan,RECORD: 7-3-0 (1 NC),"6' 1""",185 lbs.,"76""",Orthodox,4.29,0.46,5.31,46%,1.67,75%,65%,0.3,2024
82,WIN,Payton Talbott,1,79,0,0,Bantamweight,"KO/TKO, Punches",2,0:21,UFC Fight Night: Ribas vs. Namajunas,2024-03-23,"Las Vegas, Nevada, USA",Cameron Saaiman,RECORD: 8-0-0,"5' 10""",135 lbs.,"70""",Switch,8.05,0.54,3.58,51%,0.0,0%,90%,0.5,2024
83,LOSS,Cameron Saaiman,0,31,0,0,Bantamweight,"KO/TKO, Punches",2,0:21,UFC Fight Night: Ribas vs. Namajunas,2024-03-23,"Las Vegas, Nevada, USA",Payton Talbott,RECORD: 9-2-0,"5' 8""",135 lbs.,"67""",Southpaw,5.32,0.46,4.18,51%,0.91,28%,47%,0.7,2024
84,WIN,Youssef Zalal,0,33,2,2,Featherweight,"SUB, Rear Naked Choke",2,1:50,UFC Fight Night: Ribas vs. Namajunas,2024-03-23,"Las Vegas, Nevada, USA",Billy Quarantillo,RECORD: 14-5-1,"5' 10""",145 lbs.,"72""",Switch,2.88,0.49,1.73,65%,2.28,34%,60%,1.3,2024
85,LOSS,Billy Quarantillo,0,10,0,0,Featherweight,"SUB, Rear Naked Choke",2,1:50,UFC Fight Night: Ribas vs. Namajunas,2024-03-23,"Las Vegas, Nevada, USA",Youssef Zalal,RECORD: 18-6-0,"5' 10""",145 lbs.,"70""",Orthodox,7.36,0.56,5.57,43%,1.24,23%,61%,1.1,2024
86,WIN,Fernando Padilla,1,34,0,1,Featherweight,"SUB, D'Arce Choke",1,2:45,UFC Fight Night: Ribas vs. Namajunas,2024-03-23,"Las Vegas, Nevada, USA",Luis Pajuelo,RECORD: 16-5-0,"6' 1""",145 lbs.,"76""",Orthodox,6.48,0.42,5.25,53%,0.0,0%,100%,0.8,2024
87,LOSS,Luis Pajuelo,0,5,0,0,Featherweight,"SUB, D'Arce Choke",1,2:45,UFC Fight Night: Ribas vs. Namajunas,2024-03-23,"Las Vegas, Nevada, USA",Fernando Padilla,RECORD: 8-2-0,"5' 10""",145 lbs.,"69""",Orthodox,6.03,0.57,8.2,52%,0.0,0%,66%,0.0,2024
88,WIN,Trey Ogden,0,35,3,0,Lightweight,U-DEC,3,5:00,UFC Fight Night: Ribas vs. Namajunas,2024-03-23,"Las Vegas, Nevada, USA",Kurt Holobaugh,RECORD: 17-6-0 (1 NC),"5' 11""",155 lbs.,"72""",Orthodox,3.38,0.47,3.59,58%,1.64,23%,100%,0.6,2024
89,LOSS,Kurt Holobaugh,0,29,0,0,Lightweight,U-DEC,3,5:00,UFC Fight Night: Ribas vs. Namajunas,2024-03-23,"Las Vegas, Nevada, USA",Trey Ogden,RECORD: 21-8-0 (1 NC),"5' 11""",155 lbs.,"70""",Orthodox,4.37,0.43,4.07,48%,0.71,36%,46%,0.9,2024
90,WIN,Julian Erosa,0,4,0,1,Featherweight,"SUB, Guillotine Choke",1,2:15,UFC Fight Night: Ribas vs. Namajunas,2024-03-23,"Las Vegas, Nevada, USA",Ricardo Ramos,RECORD: 29-12-0,"6' 1""",145 lbs.,"74""",Southpaw,6.14,0.48,6.29,47%,1.63,46%,58%,0.8,2024
91,LOSS,Ricardo Ramos,0,7,2,0,Featherweight,"SUB, Guillotine Choke",1,2:15,UFC Fight Night: Ribas vs. Namajunas,2024-03-23,"Las Vegas, Nevada, USA",Julian Erosa,RECORD: 16-6-0,"5' 9""",145 lbs.,"72""",Orthodox,3.21,0.37,3.74,57%,3.02,60%,72%,0.7,2024
92,WIN,Miles Johns,0,25,2,0,Bantamweight,U-DEC,3,5:00,UFC Fight Night: Ribas vs. Namajunas,2024-03-23,"Las Vegas, Nevada, USA",Cody Gibson,RECORD: 14-2-0 (1 NC),"5' 7""",135 lbs.,"66""",Orthodox,3.28,0.47,2.55,68%,1.15,22%,85%,0.0,2024
93,LOSS,Cody Gibson,0,18,1,0,Bantamweight,U-DEC,3,5:00,UFC Fight Night: Ribas vs. Namajunas,2024-03-23,"Las Vegas, Nevada, USA",Miles Johns,RECORD: 20-10-0,"5' 10""",135 lbs.,"71""",Orthodox,4.0,0.43,4.08,57%,1.28,28%,68%,0.2,2024
94,WIN,Jarno Errens,1,105,0,0,Featherweight,U-DEC,3,5:00,UFC Fight Night: Ribas vs. Namajunas,2024-03-23,"Las Vegas, Nevada, USA",Steven Nguyen,RECORD: 14-5-1,"5' 11""",145 lbs.,"73""",Orthodox,3.44,0.46,3.36,63%,0.0,0%,28%,0.3,2024
95,LOSS,Steven Nguyen,0,63,1,0,Featherweight,U-DEC,3,5:00,UFC Fight Night: Ribas vs. Namajunas,2024-03-23,"Las Vegas, Nevada, USA",Jarno Errens,RECORD: 9-2-0,"5' 11""",145 lbs.,"73""",Switch,7.15,0.4,7.36,60%,0.28,100%,84%,0.0,2024
97,LOSS,Montserrat Rendon,0,25,3,0,Women's,U-DEC,3,5:00,UFC Fight Night: Ribas vs. Namajunas,2024-03-23,"Las Vegas, Nevada, USA",Daria Zhelezniakova,RECORD: 6-1-0,"5' 8""",135 lbs.,"68""",Orthodox,3.13,0.28,3.9,54%,3.0,54%,100%,0.0,2024
98,WIN,Andre Lima,0,30,1,2,Flyweight,DQ,2,2:52,UFC Fight Night: Ribas vs. Namajunas,2024-03-23,"Las Vegas, Nevada, USA",Igor Severino,RECORD: 8-0-0,"5' 7""",125 lbs.,"67""",Orthodox,3.98,0.6,2.67,60%,1.31,66%,61%,1.3,2024
99,LOSS,Igor Severino,0,36,5,0,Flyweight,DQ,2,2:52,UFC Fight Night: Ribas vs. Namajunas,2024-03-23,"Las Vegas, Nevada, USA",Andre Lima,RECORD: 8-1-0,"5' 7""",125 lbs.,"69""",Orthodox,7.17,0.52,4.33,47%,9.69,71%,50%,0.0,2024
100,WIN,Mick Parkin,0,72,0,0,Heavyweight,U-DEC,3,5:00,UFC Fight Night: Ribas vs. Namajunas,2024-03-23,"Las Vegas, Nevada, USA",Mohammed Usman,RECORD: 9-0-0,"6' 4""",265 lbs.,"79""",Orthodox,4.54,0.51,3.94,59%,1.6,41%,50%,0.3,2024
101,LOSS,Mohammed Usman,0,57,0,0,Heavyweight,U-DEC,3,5:00,UFC Fight Night: Ribas vs. Namajunas,2024-03-23,"Las Vegas, Nevada, USA",Mick Parkin,RECORD: 11-3-0,"6' 2""",239 lbs.,"79""",Orthodox,3.18,0.37,4.21,52%,0.89,18%,0%,0.0,2024
102,WIN,Marcin Tybura,0,27,1,1,Heavyweight,"SUB, Rear Naked Choke",1,4:08,UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,"Las Vegas, Nevada, USA",Tai Tuivasa,RECORD: 25-8-0,"6' 3""",249 lbs.,"78""",Orthodox,3.6,0.48,3.35,55%,1.43,33%,79%,0.1,2024
103,LOSS,Tai Tuivasa,0,15,0,0,Heavyweight,"SUB, Rear Naked Choke",1,4:08,UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,"Las Vegas, Nevada, USA",Marcin Tybura,RECORD: 15-7-0,"6' 2""",264 lbs.,"75""",Southpaw,3.96,0.49,5.05,43%,0.0,0%,57%,0.0,2024
104,NC,Bryan Battle,0,27,1,0,Welterweight,CNC,2,1:00,UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,"Las Vegas, Nevada, USA",Ange Loosa,RECORD: 11-2-0 (1 NC),"6' 1""",170 lbs.,"77""",Orthodox,4.52,0.51,3.74,44%,1.12,28%,47%,0.6,2024
105,NC,Ange Loosa,0,23,0,0,Welterweight,CNC,2,1:00,UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,"Las Vegas, Nevada, USA",Bryan Battle,RECORD: 10-3-0 (1 NC),"5' 10""",170 lbs.,"74""",Orthodox,6.09,0.46,6.67,52%,2.05,42%,90%,0.2,2024
106,WIN,Ovince Saint Preux,1,143,0,0,Light Heavyweight,S-DEC,3,5:00,UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,"Las Vegas, Nevada, USA",Kennedy Nzechukwu,RECORD: 27-17-0,"6' 3""",205 lbs.,"80""",Southpaw,3.03,0.47,3.32,47%,1.1,36%,67%,0.5,2024
107,LOSS,Kennedy Nzechukwu,0,106,0,0,Light Heavyweight,S-DEC,3,5:00,UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,"Las Vegas, Nevada, USA",Ovince Saint Preux,RECORD: 12-5-0,"6' 5""",205 lbs.,"83""",Southpaw,5.13,0.45,4.9,50%,0.6,45%,80%,0.2,2024
108,WIN,Christian Rodriguez,0,48,0,0,Featherweight,S-DEC,3,5:00,UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,"Las Vegas, Nevada, USA",Isaac Dulgarian,RECORD: 11-1-0,"5' 7""",145 lbs.,"71""",Orthodox,3.45,0.48,2.28,57%,1.14,54%,66%,1.1,2024
109,LOSS,Isaac Dulgarian,0,22,7,2,Featherweight,S-DEC,3,5:00,UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,"Las Vegas, Nevada, USA",Christian Rodriguez,RECORD: 6-1-0,"5' 7""",145 lbs.,"71""",Orthodox,2.88,0.58,2.53,39%,6.06,47%,0%,1.5,2024
110,WIN,Macy Chiasson,0,4,2,1,Women's,"SUB, Rear Naked Choke",1,3:54,UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,"Las Vegas, Nevada, USA",Pannie Kianzad,RECORD: 10-3-0,"5' 11""",135 lbs.,"72""",Orthodox,3.53,0.44,2.53,46%,2.38,37%,62%,0.5,2024
111,LOSS,Pannie Kianzad,0,2,1,0,Women's,"SUB, Rear Naked Choke",1,3:54,UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,"Las Vegas, Nevada, USA",Macy Chiasson,RECORD: 17-8-0,"5' 7""",135 lbs.,"66""",Orthodox,4.74,0.49,3.67,53%,0.46,33%,66%,0.1,2024
112,WIN,Gerald Meerschaert,0,11,3,2,Middleweight,"SUB, Rear Naked Choke",2,4:23,UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,"Las Vegas, Nevada, USA",Bryan Barberena,RECORD: 36-17-0,"6' 1""",185 lbs.,"77""",Southpaw,3.18,0.45,3.37,53%,2.17,38%,34%,1.6,2024
113,LOSS,Bryan Barberena,0,12,0,0,Middleweight,"SUB, Rear Naked Choke",2,4:23,UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,"Las Vegas, Nevada, USA",Gerald Meerschaert,RECORD: 18-12-0,"6' 0""",185 lbs.,"72""",Southpaw,5.35,0.48,4.59,44%,0.13,22%,50%,0.3,2024
114,WIN,Mike Davis,1,3,0,1,Lightweight,"SUB, Arm Triangle",2,1:43,UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,"Las Vegas, Nevada, USA",Natan Levy,RECORD: 11-2-0,"6' 0""",155 lbs.,"72""",Orthodox,5.35,0.52,5.76,55%,2.77,53%,64%,0.4,2024
115,LOSS,Natan Levy,0,8,1,0,Lightweight,"SUB, Arm Triangle",2,1:43,UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,"Las Vegas, Nevada, USA",Mike Davis,RECORD: 8-2-0,"5' 9""",155 lbs.,"71""",Southpaw,3.7,0.52,3.19,58%,5.03,58%,41%,0.5,2024
116,WIN,Chelsea Chandler,0,58,2,0,Women's,U-DEC,3,5:00,UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,"Las Vegas, Nevada, USA",Josiane Nunes,RECORD: 6-2-0,"5' 8""",135 lbs.,"68""",Southpaw,3.45,0.45,3.09,49%,1.31,60%,33%,0.0,2024
117,LOSS,Josiane Nunes,0,47,0,0,Women's,U-DEC,3,5:00,UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,"Las Vegas, Nevada, USA",Chelsea Chandler,RECORD: 10-2-0,"5' 2""",135 lbs.,"67""",Southpaw,5.99,0.44,5.25,53%,0.0,0%,58%,0.0,2024
118,WIN,Jafel Filho,0,21,1,2,Flyweight,"SUB, Rear Naked Choke",1,4:27,UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,"Las Vegas, Nevada, USA",Ode Osbourne,RECORD: 16-3-0,"5' 7""",125 lbs.,"68""",Orthodox,2.36,0.41,2.0,47%,1.77,33%,55%,2.6,2024
119,LOSS,Ode Osbourne,0,0,0,0,Flyweight,"SUB, Rear Naked Choke",1,4:27,UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,"Las Vegas, Nevada, USA",Jafel Filho,RECORD: 12-7-0 (1 NC),"5' 7""",125 lbs.,"73""",Southpaw,3.46,0.38,4.44,44%,1.27,27%,64%,0.2,2024
120,WIN,Danny Silva,0,45,4,1,Featherweight,S-DEC,3,5:00,UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,"Las Vegas, Nevada, USA",Josh Culibao,RECORD: 9-1-0,"5' 11""",145 lbs.,"70""",Switch,8.3,0.58,9.47,59%,3.0,50%,100%,0.5,2024
121,LOSS,Josh Culibao,0,87,0,0,Featherweight,S-DEC,3,5:00,UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,"Las Vegas, Nevada, USA",Danny Silva,RECORD: 11-3-1,"5' 10""",145 lbs.,"73""",Orthodox,3.2,0.42,3.24,56%,0.0,0%,67%,0.3,2024
122,WIN,Jaqueline Amorim,0,3,0,4,Women's,"SUB, Armbar",1,1:38,UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,"Las Vegas, Nevada, USA",Cory McKenna,RECORD: 8-1-0,"5' 3""",115 lbs.,"68""",Orthodox,3.33,0.52,1.85,62%,1.48,23%,0%,5.4,2024
123,LOSS,Cory McKenna,0,4,1,0,Women's,"SUB, Armbar",1,1:38,UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,"Las Vegas, Nevada, USA",Jaqueline Amorim,RECORD: 8-3-0,"5' 3""",115 lbs.,"58""",Orthodox,3.0,0.4,3.19,48%,2.22,58%,71%,0.4,2024
124,WIN,Thiago Moises,1,25,2,1,Lightweight,"KO/TKO, Kick",3,0:15,UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,"Las Vegas, Nevada, USA",Mitch Ramirez,RECORD: 18-7-0,"5' 9""",155 lbs.,"70""",Orthodox,2.47,0.4,4.19,55%,1.64,44%,56%,1.3,2024
125,LOSS,Mitch Ramirez,0,16,0,0,Lightweight,"KO/TKO, Kick",3,0:15,UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,"Las Vegas, Nevada, USA",Thiago Moises,RECORD: 8-2-0,"5' 11""",155 lbs.,"71""",Orthodox,2.37,0.42,3.34,36%,0.91,100%,0%,0.0,2024
126,WIN,Chad Anheliger,0,85,0,0,Bantamweight,U-DEC,3,5:00,UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,"Las Vegas, Nevada, USA",Charalampos Grigoriou,RECORD: 13-7-0,"5' 6""",135 lbs.,"64""",Orthodox,3.6,0.45,3.11,53%,0.82,30%,42%,0.6,2024
127,LOSS,Charalampos Grigoriou,0,21,4,0,Bantamweight,U-DEC,3,5:00,UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,"Las Vegas, Nevada, USA",Chad Anheliger,RECORD: 8-4-0,"5' 7""",135 lbs.,"67""",Orthodox,2.13,0.4,5.56,46%,3.75,80%,100%,0.0,2024
128,WIN,Sean O'Malley,0,230,0,0,Bantamweight,U-DEC,5,5:00,UFC 299: O'Malley vs. Vera 2,2024-03-09,"Miami, Florida, USA",Marlon Vera,RECORD: 18-1-0 (1 NC),"5' 11""",135 lbs.,"72""",Switch,7.63,0.61,3.52,62%,0.35,42%,62%,0.3,2024
129,LOSS,Marlon Vera,0,89,0,0,Bantamweight,U-DEC,5,5:00,UFC 299: O'Malley vs. Vera 2,2024-03-09,"Miami, Florida, USA",Sean O'Malley,RECORD: 23-9-1,"5' 8""",135 lbs.,"70""",Switch,4.31,0.49,5.48,50%,0.53,39%,70%,0.9,2024
130,WIN,Dustin Poirier,1,28,0,4,Lightweight,"KO/TKO, Punches",2,2:32,UFC 299: O'Malley vs. Vera 2,2024-03-09,"Miami, Florida, USA",Benoit Saint Denis,RECORD: 30-8-0 (1 NC),"5' 9""",155 lbs.,"72""",Southpaw,5.45,0.51,4.36,53%,1.33,36%,63%,1.4,2024
131,LOSS,Benoit Saint Denis,0,50,3,1,Lightweight,"KO/TKO, Punches",2,2:32,UFC 299: O'Malley vs. Vera 2,2024-03-09,"Miami, Florida, USA",Dustin Poirier,RECORD: 13-2-0 (1 NC),"5' 11""",155 lbs.,"73""",Southpaw,5.7,0.54,4.98,42%,4.76,37%,69%,1.5,2024
132,WIN,Michael Page,0,41,0,0,Welterweight,U-DEC,3,5:00,UFC 299: O'Malley vs. Vera 2,2024-03-09,"Miami, Florida, USA",Kevin Holland,RECORD: 22-2-0,"6' 3""",170 lbs.,"79""",Switch,3.14,0.69,1.6,55%,0.77,25%,66%,0.0,2024
133,LOSS,Kevin Holland,0,29,2,1,Welterweight,U-DEC,3,5:00,UFC 299: O'Malley vs. Vera 2,2024-03-09,"Miami, Florida, USA",Michael Page,RECORD: 25-11-0 (1 NC),"6' 3""",170 lbs.,"81""",Orthodox,4.24,0.49,3.19,50%,0.85,38%,54%,0.6,2024
134,WIN,Jack Della Maddalena,1,67,0,0,Welterweight,"KO/TKO, Elbows",3,3:43,UFC 299: O'Malley vs. Vera 2,2024-03-09,"Miami, Florida, USA",Gilbert Burns,RECORD: 17-2-0,"5' 11""",170 lbs.,"73""",Switch,6.74,0.53,4.27,66%,0.21,16%,70%,0.2,2024
135,LOSS,Gilbert Burns,0,27,7,0,Welterweight,"KO/TKO, Elbows",3,3:43,UFC 299: O'Malley vs. Vera 2,2024-03-09,"Miami, Florida, USA",Jack Della Maddalena,RECORD: 22-7-0,"5' 10""",170 lbs.,"71""",Orthodox,3.29,0.48,3.42,54%,2.24,38%,50%,0.5,2024
136,WIN,Petr Yan,0,99,2,0,Bantamweight,U-DEC,3,5:00,UFC 299: O'Malley vs. Vera 2,2024-03-09,"Miami, Florida, USA",Song Yadong,RECORD: 17-5-0,"5' 7""",135 lbs.,"67""",Switch,5.14,0.53,4.36,58%,1.73,51%,85%,0.1,2024
137,LOSS,Song Yadong,0,86,1,0,Bantamweight,U-DEC,3,5:00,UFC 299: O'Malley vs. Vera 2,2024-03-09,"Miami, Florida, USA",Petr Yan,RECORD: 21-8-1 (1 NC),"5' 8""",135 lbs.,"67""",Orthodox,4.49,0.43,3.96,55%,0.66,40%,72%,0.2,2024
138,WIN,Curtis Blaydes,0,16,0,0,Heavyweight,"KO/TKO, Punches",2,0:36,UFC 299: O'Malley vs. Vera 2,2024-03-09,"Miami, Florida, USA",Jailton Almeida,RECORD: 18-4-0 (1 NC),"6' 4""",265 lbs.,"80""",Orthodox,3.53,0.5,1.83,59%,5.72,53%,31%,0.0,2024
139,LOSS,Jailton Almeida,0,1,9,0,Heavyweight,"KO/TKO, Punches",2,0:36,UFC 299: O'Malley vs. Vera 2,2024-03-09,"Miami, Florida, USA",Curtis Blaydes,RECORD: 20-3-0,"6' 3""",205 lbs.,"79""",Orthodox,2.54,0.64,0.74,40%,6.88,59%,75%,2.2,2024
140,WIN,Maycee Barber,0,84,4,0,Women's,U-DEC,3,5:00,UFC 299: O'Malley vs. Vera 2,2024-03-09,"Miami, Florida, USA",Katlyn Cerminara,RECORD: 14-2-0,"5' 5""",125 lbs.,"65""",Switch,4.7,0.53,2.9,54%,1.44,43%,53%,0.1,2024
141,LOSS,Katlyn Cerminara,0,66,1,0,Women's,U-DEC,3,5:00,UFC 299: O'Malley vs. Vera 2,2024-03-09,"Miami, Florida, USA",Maycee Barber,RECORD: 18-6-0,"5' 9""",125 lbs.,"68""",Orthodox,4.58,0.34,4.48,62%,0.31,15%,50%,0.3,2024
142,WIN,Mateusz Gamrot,0,57,11,0,Lightweight,U-DEC,3,5:00,UFC 299: O'Malley vs. Vera 2,2024-03-09,"Miami, Florida, USA",Rafael Dos Anjos,RECORD: 24-2-0 (1 NC),"5' 10""",155 lbs.,"70""",Southpaw,3.09,0.51,3.07,59%,5.28,35%,90%,0.1,2024
143,LOSS,Rafael Dos Anjos,1,36,0,0,Lightweight,U-DEC,3,5:00,UFC 299: O'Malley vs. Vera 2,2024-03-09,"Miami, Florida, USA",Mateusz Gamrot,RECORD: 32-16-0,"5' 8""",155 lbs.,"70""",Southpaw,3.48,0.47,3.21,60%,1.95,35%,55%,0.6,2024
144,WIN,Kyler Phillips,0,114,0,0,Bantamweight,U-DEC,3,5:00,UFC 299: O'Malley vs. Vera 2,2024-03-09,"Miami, Florida, USA",Pedro Munhoz,RECORD: 12-2-0,"5' 8""",135 lbs.,"72""",Orthodox,5.72,0.45,3.38,61%,2.41,46%,75%,0.5,2024
145,LOSS,Pedro Munhoz,0,52,1,0,Bantamweight,U-DEC,3,5:00,UFC 299: O'Malley vs. Vera 2,2024-03-09,"Miami, Florida, USA",Kyler Phillips,RECORD: 20-9-0 (2 NC),"5' 6""",135 lbs.,"65""",Orthodox,5.32,0.43,6.23,56%,0.51,18%,82%,0.5,2024
146,WIN,Philipe Lins,0,67,2,0,Light Heavyweight,U-DEC,3,5:00,UFC 299: O'Malley vs. Vera 2,2024-03-09,"Miami, Florida, USA",Ion Cutelaba,RECORD: 18-5-0,"6' 2""",205 lbs.,"78""",Orthodox,3.8,0.49,3.59,46%,1.65,33%,100%,0.0,2024
147,LOSS,Ion Cutelaba,0,47,0,0,Light Heavyweight,U-DEC,3,5:00,UFC 299: O'Malley vs. Vera 2,2024-03-09,"Miami, Florida, USA",Philipe Lins,RECORD: 17-10-1 (1 NC),"6' 1""",205 lbs.,"75""",Southpaw,4.44,0.43,3.43,47%,4.17,57%,76%,0.0,2024
148,WIN,Michel Pereira,0,11,0,1,Middleweight,"SUB, Rear Naked Choke",1,1:01,UFC 299: O'Malley vs. Vera 2,2024-03-09,"Miami, Florida, USA",Michal Oleksiejczuk,RECORD: 30-11-0 (2 NC),"6' 1""",185 lbs.,"73""",Orthodox,5.15,0.54,3.71,58%,1.55,55%,94%,0.7,2024
149,LOSS,Michal Oleksiejczuk,0,1,0,0,Middleweight,"SUB, Rear Naked Choke",1,1:01,UFC 299: O'Malley vs. Vera 2,2024-03-09,"Miami, Florida, USA",Michel Pereira,RECORD: 19-7-0 (1 NC),"6' 0""",185 lbs.,"74""",Southpaw,5.06,0.5,4.26,61%,0.75,44%,48%,0.0,2024
150,WIN,Robelis Despaigne,1,7,0,0,Heavyweight,"KO/TKO, Punches",1,0:18,UFC 299: O'Malley vs. Vera 2,2024-03-09,"Miami, Florida, USA",Josh Parisian,RECORD: 5-0-0,"6' 7""",265 lbs.,"84""",Orthodox,23.33,0.77,6.67,60%,0.0,0%,0%,0.0,2024
151,LOSS,Josh Parisian,0,2,0,0,Heavyweight,"KO/TKO, Punches",1,0:18,UFC 299: O'Malley vs. Vera 2,2024-03-09,"Miami, Florida, USA",Robelis Despaigne,RECORD: 15-8-0,"6' 4""",265 lbs.,"79""",Orthodox,4.55,0.48,4.88,41%,0.98,33%,46%,0.2,2024
152,WIN,Asu Almabayev,0,44,9,0,Flyweight,U-DEC,3,5:00,UFC 299: O'Malley vs. Vera 2,2024-03-09,"Miami, Florida, USA",CJ Vergara,RECORD: 19-2-0,"5' 4""",125 lbs.,"65""",Orthodox,3.02,0.59,1.42,53%,7.12,57%,0%,1.3,2024
153,LOSS,CJ Vergara,0,29,0,0,Flyweight,U-DEC,3,5:00,UFC 299: O'Malley vs. Vera 2,2024-03-09,"Miami, Florida, USA",Asu Almabayev,RECORD: 12-5-1,"5' 6""",125 lbs.,"68""",Orthodox,5.24,0.57,4.62,52%,0.0,0%,60%,0.2,2024
154,WIN,Joanne Wood,0,136,1,0,Women's,S-DEC,3,5:00,UFC 299: O'Malley vs. Vera 2,2024-03-09,"Miami, Florida, USA",Maryna Moroz,RECORD: 17-8-0,"5' 6""",125 lbs.,"65""",Orthodox,7.1,0.51,4.89,51%,1.52,55%,58%,0.3,2024
