,Win/Loss,Fighters,KD,Str,Td,Sub,Weight Class,Method,Round,Time,Event Name,Date,Location,Opponent,Record,Height,Weight,Reach,Stance,SLpM,Str. Acc,SApM,Str. Def,TD Avg,TD Acc,TD Def,Sub. Avg,Year
10649,LOSS,Hacran Dias,0,40,1,1,Featherweight,U-DEC,3,5:00,UFC on FX: Belfort vs. Rockhold,2013-05-18,"Jaragua do Sul, Santa Catarina, Brazil",Nik Lentz,RECORD: 23-6-1,"5' 8""",155 lbs.,"69""",Orthodox,2.08,0.41,3.31,55%,2.5,39%,76%,0.5,2013
10650,WIN,Francisco Trinaldo,0,5,1,1,Lightweight,"SUB, Arm Triangle",1,3:08,UFC on FX: Belfort vs. Rockhold,2013-05-18,"Jaragua do Sul, Santa Catarina, Brazil",Mike Rio,RECORD: 28-9-0,"5' 9""",170 lbs.,"70""",Southpaw,3.13,0.45,2.67,60%,0.98,42%,60%,0.5,2013
10652,WIN,Gleison Tibau,0,21,2,1,Lightweight,"SUB, Guillotine Choke",2,2:34,UFC on FX: Belfort vs. Rockhold,2013-05-18,"Jaragua do Sul, Santa Catarina, Brazil",John Cholish,RECORD: 33-14-0,"5' 10""",155 lbs.,"71""",Southpaw,1.95,0.31,2.51,63%,4.08,53%,92%,0.8,2013
10655,LOSS,Michel Prazeres,0,30,3,0,Welterweight,U-DEC,3,5:00,UFC on FX: Belfort vs. Rockhold,2013-05-18,"Jaragua do Sul, Santa Catarina, Brazil",Paulo Thiago,RECORD: 26-4-0,"5' 6""",170 lbs.,"67""",Orthodox,2.38,0.47,2.51,57%,3.94,36%,47%,0.6,2013
10656,WIN,Iuri Alcantara,0,19,0,0,Bantamweight,"KO/TKO, Punches",1,2:31,UFC on FX: Belfort vs. Rockhold,2013-05-18,"Jaragua do Sul, Santa Catarina, Brazil",Iliarde Santos,RECORD: 35-10-0 (1 NC),"5' 9""",135 lbs.,"71""",Southpaw,2.72,0.45,2.79,49%,1.44,62%,60%,0.8,2013
10660,WIN,John Lineker,3,36,0,0,Flyweight,"KO/TKO, Punches",2,1:07,UFC on FX: Belfort vs. Rockhold,2013-05-18,"Jaragua do Sul, Santa Catarina, Brazil",Azamat Gashimov,RECORD: 31-9-0,"5' 3""",135 lbs.,"67""",Orthodox,5.36,0.4,4.27,56%,0.56,58%,67%,0.6,2013
10662,WIN,Jussier Formiga,0,10,4,0,Flyweight,U-DEC,3,5:00,UFC on FX: Belfort vs. Rockhold,2013-05-18,"Jaragua do Sul, Santa Catarina, Brazil",Chris Cariaso,RECORD: 23-8-0,"5' 5""",125 lbs.,"67""",Orthodox,1.42,0.39,2.34,64%,1.82,35%,87%,0.6,2013
10664,WIN,Lucas Martins,1,39,0,0,Lightweight,"KO/TKO, Punches",3,0:13,UFC on FX: Belfort vs. Rockhold,2013-05-18,"Jaragua do Sul, Santa Catarina, Brazil",Jeremy Larsen,RECORD: 19-3-0,"6' 0""",145 lbs.,"72""",Southpaw,2.87,0.35,4.14,60%,0.0,0%,76%,0.5,2013
10666,WIN,Jon Jones,0,20,3,0,Light Heavyweight,"KO/TKO, Punches",1,4:33,UFC 159: Jones vs Sonnen,2013-04-27,"Newark, New Jersey, USA",Chael Sonnen,RECORD: 27-1-0 (1 NC),"6' 4""",248 lbs.,"84""",Orthodox,4.29,0.57,2.22,64%,1.93,45%,95%,0.5,2013
10668,WIN,Michael Bisping,0,93,0,0,Middleweight,U-DEC,3,4:31,UFC 159: Jones vs Sonnen,2013-04-27,"Newark, New Jersey, USA",Alan Belcher,RECORD: 30-9-0,"6' 1""",185 lbs.,"75""",Orthodox,4.33,0.38,2.71,65%,1.05,43%,63%,0.3,2013
10670,WIN,Roy Nelson,1,2,0,0,Heavyweight,"KO/TKO, Punches",1,2:03,UFC 159: Jones vs Sonnen,2013-04-27,"Newark, New Jersey, USA",Cheick Kongo,RECORD: 22-14-0,"6' 0""",263 lbs.,"73""",Orthodox,2.18,0.36,4.79,46%,1.14,27%,65%,0.1,2013
10674,NC,Jim Miller,0,27,1,0,Lightweight,Overturned,3,4:02,UFC 159: Jones vs Sonnen,2013-04-27,"Newark, New Jersey, USA",Pat Healy,RECORD: 37-18-0 (1 NC),"5' 8""",155 lbs.,"71""",Southpaw,2.99,0.42,3.5,56%,1.53,44%,47%,1.7,2013
10676,WIN,Rustam Khabilov,0,3,1,0,Lightweight,KO/TKO,1,2:32,UFC 159: Jones vs Sonnen,2013-04-27,"Newark, New Jersey, USA",Yancy Medeiros,RECORD: 24-4-0,"5' 8""",155 lbs.,"73""",Orthodox,1.98,0.34,2.16,65%,3.95,41%,61%,0.1,2013
10677,LOSS,Yancy Medeiros,0,4,0,0,Lightweight,KO/TKO,1,2:32,UFC 159: Jones vs Sonnen,2013-04-27,"Newark, New Jersey, USA",Rustam Khabilov,RECORD: 15-8-0 (1 NC),"5' 10""",155 lbs.,"75""",Orthodox,4.36,0.37,5.67,47%,0.33,50%,73%,0.7,2013
10678,WIN,Ovince Saint Preux,0,47,0,0,Light Heavyweight,M-DEC,3,0:33,UFC 159: Jones vs Sonnen,2013-04-27,"Newark, New Jersey, USA",Gian Villante,RECORD: 27-17-0,"6' 3""",205 lbs.,"80""",Southpaw,3.03,0.47,3.32,47%,1.1,36%,67%,0.5,2013
10679,LOSS,Gian Villante,0,28,0,0,Light Heavyweight,M-DEC,3,0:33,UFC 159: Jones vs Sonnen,2013-04-27,"Newark, New Jersey, USA",Ovince Saint Preux,RECORD: 17-14-0,"6' 3""",230 lbs.,"76""",Orthodox,4.38,0.44,5.47,55%,0.45,23%,83%,0.0,2013
10680,WIN,Sara McMann,0,8,2,0,Women's,"KO/TKO, Punches",1,4:06,UFC 159: Jones vs Sonnen,2013-04-27,"Newark, New Jersey, USA",Sheila Gaff,RECORD: 13-6-0,"5' 6""",135 lbs.,"66""",Orthodox,2.26,0.46,1.92,47%,4.38,65%,50%,0.5,2013
10682,WIN,Bryan Caraway,0,43,3,1,Bantamweight,"SUB, Guillotine Choke",3,4:44,UFC 159: Jones vs Sonnen,2013-04-27,"Newark, New Jersey, USA",Johnny Bedford,RECORD: 21-9-0,"5' 8""",135 lbs.,"68""",Orthodox,2.53,0.34,3.61,54%,2.57,25%,80%,0.8,2013
10687,LOSS,Kurt Holobaugh,0,41,1,2,Featherweight,U-DEC,3,5:00,UFC 159: Jones vs Sonnen,2013-04-27,"Newark, New Jersey, USA",Steven Siler,RECORD: 21-8-0 (1 NC),"5' 11""",155 lbs.,"70""",Orthodox,4.37,0.43,4.07,48%,0.71,36%,46%,0.9,2013
10688,WIN,Benson Henderson,0,68,0,0,Lightweight,S-DEC,5,5:00,UFC on FOX: Henderson vs Melendez,2013-04-20,"San Jose, California, USA",Gilbert Melendez,RECORD: 24-7-0,"5' 9""",170 lbs.,"70""",Southpaw,2.93,0.45,1.79,63%,2.4,45%,63%,0.8,2013
10689,LOSS,Gilbert Melendez,0,43,1,0,Lightweight,S-DEC,5,5:00,UFC on FOX: Henderson vs Melendez,2013-04-20,"San Jose, California, USA",Benson Henderson,RECORD: 22-8-0,"5' 9""",145 lbs.,"73""",Orthodox,3.44,0.33,2.53,63%,1.64,41%,71%,0.2,2013
10690,WIN,Daniel Cormier,0,59,0,0,Heavyweight,U-DEC,3,5:00,UFC on FOX: Henderson vs Melendez,2013-04-20,"San Jose, California, USA",Frank Mir,RECORD: 22-3-0 (1 NC),"5' 11""",235 lbs.,"72""",Orthodox,4.25,0.52,2.92,54%,1.83,44%,80%,0.4,2013
10691,LOSS,Frank Mir,0,24,0,0,Heavyweight,U-DEC,3,5:00,UFC on FOX: Henderson vs Melendez,2013-04-20,"San Jose, California, USA",Daniel Cormier,RECORD: 18-11-0,"6' 3""",264 lbs.,"79""",Southpaw,2.18,0.47,3.84,38%,2.02,40%,54%,2.0,2013
10693,LOSS,Nate Diaz,0,21,1,1,Lightweight,"KO/TKO, Kick",2,3:44,UFC on FOX: Henderson vs Melendez,2013-04-20,"San Jose, California, USA",Josh Thomson,RECORD: 22-13-0,"6' 0""",170 lbs.,"76""",Southpaw,4.57,0.45,3.77,52%,1.05,30%,41%,1.3,2013
10694,WIN,Matt Brown,0,40,0,1,Welterweight,"KO/TKO, Elbows",2,1:00,UFC on FOX: Henderson vs Melendez,2013-04-20,"San Jose, California, USA",Jordan Mein,RECORD: 26-19-0,"6' 0""",170 lbs.,"75""",Orthodox,3.76,0.55,2.92,55%,1.68,46%,63%,1.3,2013
10695,LOSS,Jordan Mein,1,24,0,0,Welterweight,"KO/TKO, Elbows",2,1:00,UFC on FOX: Henderson vs Melendez,2013-04-20,"San Jose, California, USA",Matt Brown,RECORD: 31-12-0,"6' 0""",170 lbs.,"73""",Orthodox,3.35,0.44,2.55,69%,1.56,58%,66%,0.2,2013
10696,WIN,Chad Mendes,1,7,0,0,Featherweight,"KO/TKO, Punches",1,1:08,UFC on FOX: Henderson vs Melendez,2013-04-20,"San Jose, California, USA",Darren Elkins,RECORD: 18-5-0,"5' 6""",145 lbs.,"66""",Orthodox,2.78,0.49,2.35,67%,4.13,55%,100%,0.3,2013
10697,LOSS,Darren Elkins,0,2,0,0,Featherweight,"KO/TKO, Punches",1,1:08,UFC on FOX: Henderson vs Melendez,2013-04-20,"San Jose, California, USA",Chad Mendes,RECORD: 28-11-0,"5' 10""",145 lbs.,"71""",Orthodox,3.44,0.38,3.27,52%,2.85,35%,56%,1.1,2013
10699,LOSS,Lorenz Larkin,0,32,0,0,Middleweight,U-DEC,3,5:00,UFC on FOX: Henderson vs Melendez,2013-04-20,"San Jose, California, USA",Francis Carmont,RECORD: 18-6-0 (1 NC),"5' 11""",170 lbs.,"72""",Orthodox,3.53,0.46,2.74,63%,0.27,42%,79%,0.1,2013
10700,WIN,Myles Jury,1,5,2,0,Lightweight,"KO/TKO, Punches",2,1:02,UFC on FOX: Henderson vs Melendez,2013-04-20,"San Jose, California, USA",Ramsey Nijem,RECORD: 17-4-0,"5' 10""",145 lbs.,"73""",Orthodox,2.94,0.42,2.16,66%,2.16,55%,50%,0.3,2013
10701,LOSS,Ramsey Nijem,0,6,1,0,Lightweight,"KO/TKO, Punches",2,1:02,UFC on FOX: Henderson vs Melendez,2013-04-20,"San Jose, California, USA",Myles Jury,RECORD: 9-6-0,"5' 11""",155 lbs.,"75""",Orthodox,3.05,0.44,1.62,62%,5.32,62%,55%,1.1,2013
10702,WIN,Joseph Benavidez,2,57,2,0,Flyweight,"KO/TKO, Punches",2,4:50,UFC on FOX: Henderson vs Melendez,2013-04-20,"San Jose, California, USA",Darren Uyenoyama,RECORD: 28-8-0,"5' 4""",125 lbs.,"65""",Southpaw,3.52,0.34,2.67,61%,1.41,30%,62%,0.6,2013
10704,WIN,Jorge Masvidal,0,50,6,0,Lightweight,U-DEC,3,5:00,UFC on FOX: Henderson vs Melendez,2013-04-20,"San Jose, California, USA",Tim Means,RECORD: 35-17-0,"5' 11""",170 lbs.,"74""",Orthodox,4.05,0.47,3.05,64%,1.38,59%,72%,0.3,2013
10705,LOSS,Tim Means,0,43,0,0,Lightweight,U-DEC,3,5:00,UFC on FOX: Henderson vs Melendez,2013-04-20,"San Jose, California, USA",Jorge Masvidal,RECORD: 33-15-1 (1 NC),"6' 2""",170 lbs.,"75""",Orthodox,5.1,0.49,3.65,60%,1.16,42%,65%,0.2,2013
10706,WIN,TJ Dillashaw,1,21,1,0,Bantamweight,"KO/TKO, Punches",1,4:22,UFC on FOX: Henderson vs Melendez,2013-04-20,"San Jose, California, USA",Hugo Viana,RECORD: 18-5-0,"5' 6""",135 lbs.,"67""",Orthodox,5.09,0.41,3.47,62%,1.56,30%,77%,0.8,2013
10708,WIN,Anthony Njokuani,1,26,0,0,Lightweight,"KO/TKO, Punches",2,2:52,UFC on FOX: Henderson vs Melendez,2013-04-20,"San Jose, California, USA",Roger Bowling,RECORD: 16-12-0 (1 NC),"6' 1""",155 lbs.,"75""",Orthodox,3.94,0.46,2.41,65%,0.5,45%,53%,0.2,2013
10710,WIN,Yoel Romero,1,12,0,0,Middleweight,"KO/TKO, Flying Knee",1,1:32,UFC on FOX: Henderson vs Melendez,2013-04-20,"San Jose, California, USA",Clifford Starks,RECORD: 13-5-0,"6' 0""",185 lbs.,"73""",Southpaw,3.44,0.49,3.05,60%,1.57,30%,78%,0.0,2013
10712,WIN,Urijah Faber,0,93,4,3,Bantamweight,"SUB, Rear Naked Choke",4,3:16,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,2013-04-13,"Las Vegas, Nevada, USA",Scott Jorgensen,RECORD: 35-11-0,"5' 6""",135 lbs.,"67""",Orthodox,2.65,0.4,2.59,64%,1.54,30%,58%,0.8,2013
10713,LOSS,Scott Jorgensen,0,73,1,0,Bantamweight,"SUB, Rear Naked Choke",4,3:16,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,2013-04-13,"Las Vegas, Nevada, USA",Urijah Faber,RECORD: 15-12-0,"5' 5""",135 lbs.,"66""",Orthodox,3.37,0.4,3.41,65%,2.61,45%,59%,0.7,2013
10714,WIN,Kelvin Gastelum,0,31,3,0,Middleweight,S-DEC,3,5:00,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,2013-04-13,"Las Vegas, Nevada, USA",Uriah Hall,RECORD: 18-9-0 (1 NC),"5' 9""",170 lbs.,"71""",Southpaw,3.55,0.41,3.23,58%,0.96,30%,59%,0.1,2013
10715,LOSS,Uriah Hall,0,44,2,0,Middleweight,S-DEC,3,5:00,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,2013-04-13,"Las Vegas, Nevada, USA",Kelvin Gastelum,RECORD: 18-11-0,"6' 0""",185 lbs.,"79""",Orthodox,3.23,0.48,3.85,54%,0.54,38%,64%,0.1,2013
10716,WIN,Cat Zingano,0,35,1,1,Women's,"KO/TKO, Knees",3,2:55,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,2013-04-13,"Las Vegas, Nevada, USA",Miesha Tate,RECORD: 10-4-0,"5' 6""",145 lbs.,"68""",Southpaw,2.57,0.61,1.63,47%,2.77,65%,42%,0.8,2013
10717,LOSS,Miesha Tate,0,23,3,3,Women's,"KO/TKO, Knees",3,2:55,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,2013-04-13,"Las Vegas, Nevada, USA",Cat Zingano,RECORD: 20-9-0,"5' 6""",135 lbs.,"65""",Orthodox,2.62,0.45,2.98,51%,2.02,31%,55%,1.3,2013
10718,WIN,Travis Browne,1,9,0,0,Heavyweight,"KO/TKO, Elbows",1,1:11,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,2013-04-13,"Las Vegas, Nevada, USA",Gabriel Gonzaga,RECORD: 18-7-1,"6' 6""",255 lbs.,"79""",Orthodox,2.93,0.41,4.31,42%,1.21,68%,75%,0.2,2013
10719,LOSS,Gabriel Gonzaga,0,1,0,0,Heavyweight,"KO/TKO, Elbows",1,1:11,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,2013-04-13,"Las Vegas, Nevada, USA",Travis Browne,RECORD: 17-11-0,"6' 2""",242 lbs.,"76""",Orthodox,2.12,0.45,2.94,57%,2.8,39%,66%,1.1,2013
10722,WIN,Josh Samman,1,36,0,0,Middleweight,"KO/TKO, Knee",2,2:17,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,2013-04-13,"Las Vegas, Nevada, USA",Kevin Casey,RECORD: 13-4-0,"6' 3""",185 lbs.,"79""",Orthodox,2.08,0.52,2.47,34%,1.09,33%,33%,0.4,2013
10723,LOSS,Kevin Casey,0,14,0,2,Middleweight,"KO/TKO, Knee",2,2:17,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,2013-04-13,"Las Vegas, Nevada, USA",Josh Samman,RECORD: 9-5-2 (2 NC),"5' 11""",185 lbs.,"77""",Southpaw,2.27,0.53,3.76,46%,0.79,22%,27%,0.4,2013
10728,WIN,Clint Hester,2,66,0,0,Middleweight,"KO/TKO, Elbow",3,3:53,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,2013-04-13,"Las Vegas, Nevada, USA",Bristol Marunde,RECORD: 11-6-0,"6' 2""",205 lbs.,"77""",Orthodox,3.36,0.42,3.44,56%,1.02,35%,60%,0.0,2013
10729,LOSS,Bristol Marunde,0,21,3,0,Middleweight,"KO/TKO, Elbow",3,3:53,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,2013-04-13,"Las Vegas, Nevada, USA",Clint Hester,RECORD: 16-10-0,"6' 1""",170 lbs.,"75""",Orthodox,1.42,0.21,4.4,47%,1.6,33%,14%,0.0,2013
10730,WIN,Cole Miller,0,5,1,1,Featherweight,"SUB, Rear Naked Choke",1,4:23,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,2013-04-13,"Las Vegas, Nevada, USA",Bart Palaszewski,RECORD: 21-11-0 (1 NC),"6' 1""",145 lbs.,"73""",Orthodox,3.0,0.33,3.88,59%,0.6,36%,38%,1.8,2013
10732,WIN,Maximo Blanco,0,52,2,1,Featherweight,U-DEC,3,5:00,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,2013-04-13,"Las Vegas, Nevada, USA",Sam Sicilia,RECORD: 12-8-1 (1 NC),"5' 8""",145 lbs.,"71""",Orthodox,4.11,0.44,3.19,66%,1.85,36%,63%,0.3,2013
10733,LOSS,Sam Sicilia,0,26,1,1,Featherweight,U-DEC,3,5:00,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,2013-04-13,"Las Vegas, Nevada, USA",Maximo Blanco,RECORD: 15-8-0,"5' 8""",145 lbs.,"67""",Orthodox,2.46,0.33,3.55,59%,1.45,43%,70%,0.9,2013
10734,WIN,Daniel Pineda,0,1,2,1,Featherweight,"SUB, Kimura",1,1:35,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,2013-04-13,"Las Vegas, Nevada, USA",Justin Lawrence,RECORD: 28-15-0 (3 NC),"5' 7""",145 lbs.,"69""",Orthodox,3.09,0.49,3.18,46%,1.71,25%,48%,1.7,2013
10736,WIN,Gegard Mousasi,0,80,0,0,Light Heavyweight,U-DEC,3,5:00,UFC on FUEL TV: Mousasi vs Latifi,2013-04-06,"Stockholm, Sweden",Ilir Latifi,RECORD: 42-6-2,"6' 2""",185 lbs.,"76""",Orthodox,3.75,0.5,1.21,68%,1.59,60%,59%,1.1,2013
10737,LOSS,Ilir Latifi,0,18,1,0,Light Heavyweight,U-DEC,3,5:00,UFC on FUEL TV: Mousasi vs Latifi,2013-04-06,"Stockholm, Sweden",Gegard Mousasi,RECORD: 17-9-0 (1 NC),"5' 10""",230 lbs.,"73""",Orthodox,2.05,0.45,2.93,56%,2.11,35%,100%,0.3,2013
10738,WIN,Ross Pearson,1,28,1,0,Lightweight,"KO/TKO, Punches",2,3:45,UFC on FUEL TV: Mousasi vs Latifi,2013-04-06,"Stockholm, Sweden",Ryan Couture,RECORD: 20-16-0 (1 NC),"5' 8""",155 lbs.,"69""",Orthodox,3.68,0.4,4.09,62%,0.74,35%,75%,0.0,2013
10740,WIN,Matt Mitrione,0,7,0,0,Heavyweight,"KO/TKO, Punches",1,0:19,UFC on FUEL TV: Mousasi vs Latifi,2013-04-06,"Stockholm, Sweden",Philip De Fries,RECORD: 12-5-0,"6' 3""",265 lbs.,"82""",Switch,3.55,0.5,2.79,64%,0.0,0%,55%,0.7,2013
10742,WIN,Brad Pickett,0,68,4,0,Bantamweight,S-DEC,3,5:00,UFC on FUEL TV: Mousasi vs Latifi,2013-04-06,"Stockholm, Sweden",Mike Easton,RECORD: 25-14-0,"5' 6""",135 lbs.,"68""",Orthodox,3.02,0.31,4.63,55%,2.47,44%,58%,0.4,2013
10744,WIN,Diego Brandao,0,9,0,1,Featherweight,"SUB, Arm Triangle",1,3:27,UFC on FUEL TV: Mousasi vs Latifi,2013-04-06,"Stockholm, Sweden",Pablo Garza,RECORD: 22-11-0,"5' 7""",145 lbs.,"64""",Orthodox,2.94,0.47,3.38,62%,3.21,68%,80%,0.6,2013
10746,WIN,Akira Corassani,0,48,2,0,Featherweight,U-DEC,3,5:00,UFC on FUEL TV: Mousasi vs Latifi,2013-04-06,"Stockholm, Sweden",Robert Peralta,RECORD: 12-6-0 (1 NC),"5' 8""",145 lbs.,"68""",Orthodox,3.25,0.45,4.91,50%,0.7,28%,86%,0.0,2013
10748,WIN,Reza Madadi,0,34,4,2,Lightweight,"SUB, D'Arce Choke",3,1:33,UFC on FUEL TV: Mousasi vs Latifi,2013-04-06,"Stockholm, Sweden",Michael Johnson,RECORD: 14-6-0,"5' 11""",155 lbs.,"73""",Orthodox,2.51,0.46,3.31,66%,3.17,33%,89%,0.5,2013
10749,LOSS,Michael Johnson,1,20,0,0,Lightweight,"SUB, D'Arce Choke",3,1:33,UFC on FUEL TV: Mousasi vs Latifi,2013-04-06,"Stockholm, Sweden",Reza Madadi,RECORD: 23-19-0,"5' 10""",155 lbs.,"73""",Southpaw,4.27,0.39,3.83,57%,0.62,41%,81%,0.0,2013
10754,WIN,Conor McGregor,1,21,0,0,Featherweight,"KO/TKO, Punches",1,1:07,UFC on FUEL TV: Mousasi vs Latifi,2013-04-06,"Stockholm, Sweden",Marcus Brimage,RECORD: 22-6-0,"5' 9""",155 lbs.,"74""",Southpaw,5.32,0.49,4.66,54%,0.67,55%,66%,0.1,2013
10756,WIN,Ryan LaFlare,0,37,6,1,Welterweight,U-DEC,3,5:00,UFC on FUEL TV: Mousasi vs Latifi,2013-04-06,"Stockholm, Sweden",Ben Alloway,RECORD: 14-3-0,"6' 1""",170 lbs.,"74""",Southpaw,2.89,0.4,1.86,63%,2.13,44%,58%,0.2,2013
10758,WIN,Tom Lawlor,0,7,0,1,Middleweight,"SUB, Guillotine Choke",2,1:05,UFC on FUEL TV: Mousasi vs Latifi,2013-04-06,"Stockholm, Sweden",Michael Kuiper,RECORD: 10-6-0 (1 NC),"6' 0""",205 lbs.,"74""",Southpaw,2.5,0.42,2.41,60%,2.46,32%,57%,1.4,2013
10762,WIN,Georges St-Pierre,0,105,9,0,Welterweight,U-DEC,5,5:00,UFC 158: St-Pierre vs Diaz,2013-03-16,"Montreal, Quebec, Canada",Nick Diaz,RECORD: 26-2-0,"5' 11""",185 lbs.,"76""",Orthodox,3.78,0.53,1.4,72%,4.16,74%,83%,1.1,2013
10763,LOSS,Nick Diaz,0,41,0,1,Welterweight,U-DEC,5,5:00,UFC 158: St-Pierre vs Diaz,2013-03-16,"Montreal, Quebec, Canada",Georges St-Pierre,RECORD: 26-10-0 (2 NC),"6' 1""",170 lbs.,"76""",Southpaw,5.71,0.42,3.84,59%,1.28,32%,60%,1.0,2013
10764,WIN,Johny Hendricks,0,30,12,0,Welterweight,U-DEC,3,5:00,UFC 158: St-Pierre vs Diaz,2013-03-16,"Montreal, Quebec, Canada",Carlos Condit,RECORD: 18-8-0,"5' 9""",185 lbs.,"69""",Southpaw,3.49,0.45,3.99,53%,3.83,46%,63%,0.3,2013
10765,LOSS,Carlos Condit,0,42,0,0,Welterweight,U-DEC,3,5:00,UFC 158: St-Pierre vs Diaz,2013-03-16,"Montreal, Quebec, Canada",Johny Hendricks,RECORD: 32-14-0,"6' 2""",170 lbs.,"75""",Orthodox,3.66,0.39,2.67,55%,0.59,46%,38%,1.0,2013
10766,WIN,Jake Ellenberger,1,13,0,0,Welterweight,"KO/TKO, Punches",1,3:00,UFC 158: St-Pierre vs Diaz,2013-03-16,"Montreal, Quebec, Canada",Nate Marquardt,RECORD: 31-15-0,"5' 9""",170 lbs.,"71""",Orthodox,2.47,0.39,2.83,60%,2.04,47%,86%,0.4,2013
10767,LOSS,Nate Marquardt,0,13,0,0,Welterweight,"KO/TKO, Punches",1,3:00,UFC 158: St-Pierre vs Diaz,2013-03-16,"Montreal, Quebec, Canada",Jake Ellenberger,RECORD: 35-19-2,"6' 0""",185 lbs.,"74""",Orthodox,2.71,0.49,2.32,55%,1.87,51%,70%,0.8,2013
10768,WIN,Chris Camozzi,0,64,0,0,Middleweight,S-DEC,3,5:00,UFC 158: St-Pierre vs Diaz,2013-03-16,"Montreal, Quebec, Canada",Nick Ring,RECORD: 24-13-0,"6' 2""",185 lbs.,"75""",Orthodox,3.57,0.44,2.96,56%,0.27,19%,57%,0.5,2013
10772,WIN,Patrick Cote,0,72,0,0,Welterweight,U-DEC,3,5:00,UFC 158: St-Pierre vs Diaz,2013-03-16,"Montreal, Quebec, Canada",Bobby Voelker,RECORD: 23-11-0,"5' 11""",170 lbs.,"75""",Orthodox,2.81,0.48,3.21,48%,0.68,20%,43%,0.2,2013
10774,WIN,Darren Elkins,1,14,0,0,Featherweight,"KO/TKO, Punches",1,3:06,UFC 158: St-Pierre vs Diaz,2013-03-16,"Montreal, Quebec, Canada",Antonio Carvalho,RECORD: 28-11-0,"5' 10""",145 lbs.,"71""",Orthodox,3.44,0.38,3.27,52%,2.85,35%,56%,1.1,2013
10776,WIN,Jordan Mein,1,29,0,0,Welterweight,"KO/TKO, Punches",1,4:42,UFC 158: St-Pierre vs Diaz,2013-03-16,"Montreal, Quebec, Canada",Dan Miller,RECORD: 31-12-0,"6' 0""",170 lbs.,"73""",Orthodox,3.35,0.44,2.55,69%,1.56,58%,66%,0.2,2013
10778,WIN,John Makdessi,0,86,0,0,Lightweight,U-DEC,3,5:00,UFC 158: St-Pierre vs Diaz,2013-03-16,"Montreal, Quebec, Canada",Daron Cruickshank,RECORD: 18-9-0,"5' 8""",155 lbs.,"68""",Orthodox,5.52,0.49,4.15,68%,0.0,0%,86%,0.0,2013
10779,LOSS,Daron Cruickshank,0,51,0,0,Lightweight,U-DEC,3,5:00,UFC 158: St-Pierre vs Diaz,2013-03-16,"Montreal, Quebec, Canada",John Makdessi,RECORD: 18-10-0 (1 NC),"5' 8""",155 lbs.,"72""",Switch,2.88,0.38,2.98,57%,2.04,41%,60%,0.2,2013
10780,WIN,Rick Story,1,20,1,0,Welterweight,"KO/TKO, Punches",1,3:05,UFC 158: St-Pierre vs Diaz,2013-03-16,"Montreal, Quebec, Canada",Quinn Mulhern,RECORD: 19-9-0,"5' 9""",170 lbs.,"71""",Southpaw,3.8,0.41,2.17,62%,2.53,48%,63%,0.9,2013
10782,WIN,TJ Dillashaw,1,30,2,0,Bantamweight,"KO/TKO, Kick",2,0:26,UFC 158: St-Pierre vs Diaz,2013-03-16,"Montreal, Quebec, Canada",Issei Tamura,RECORD: 18-5-0,"5' 6""",135 lbs.,"67""",Orthodox,5.09,0.41,3.47,62%,1.56,30%,77%,0.8,2013
10787,LOSS,Brian Stann,1,43,0,0,Light Heavyweight,"KO/TKO, Punches",2,4:08,UFC on FUEL TV: Silva vs. Stann,2013-03-02,"Saitama, Japan",Wanderlei Silva,RECORD: 12-6-0,"6' 1""",205 lbs.,"74""",Orthodox,3.28,0.42,2.65,59%,0.12,12%,60%,0.3,2013
10788,WIN,Mark Hunt,1,47,1,0,Heavyweight,"KO/TKO, Punches",3,1:44,UFC on FUEL TV: Silva vs. Stann,2013-03-02,"Saitama, Japan",Stefan Struve,RECORD: 13-14-1 (1 NC),"5' 10""",265 lbs.,"72""",Orthodox,2.81,0.43,2.9,51%,0.51,55%,64%,0.2,2013
10789,LOSS,Stefan Struve,0,24,0,1,Heavyweight,"KO/TKO, Punches",3,1:44,UFC on FUEL TV: Silva vs. Stann,2013-03-02,"Saitama, Japan",Mark Hunt,RECORD: 33-13-0,"6' 11""",265 lbs.,"84""",Orthodox,3.12,0.47,4.04,46%,0.56,46%,55%,1.7,2013
10790,WIN,Diego Sanchez,0,65,2,1,Lightweight,S-DEC,3,5:00,UFC on FUEL TV: Silva vs. Stann,2013-03-02,"Saitama, Japan",Takanori Gomi,RECORD: 31-13-0,"5' 10""",170 lbs.,"72""",Southpaw,2.69,0.37,3.02,56%,1.51,24%,46%,0.8,2013
